"X","Y","Día"
380856.756443941,2120190.65080863,423
381802.294640364,2117325.52997231,424
388604.204314851,2123173.06637711,424
380722.847853138,2120262.22798288,425
372952.058707107,2119785.62885169,427
383120.425111406,2120612.62193523,427
386637.241409779,2119643.70571879,429
379915.852605764,2118361.47830027,430
378093.731920789,2117174.53596117,431
382937.812345585,2119919.01961316,431
381905.214397541,2120153.12860956,431
385302.27306595,2117309.49119135,432
384936.819331834,2117268.73843638,433
377503.178686717,2116680.4380773,434
376873.523809533,2129928.56699949,435
385067.362829339,2117120.36152322,435
393194.473390585,2120511.22026119,436
391446.416130931,2120785.8575174,436
382389.12061097,2110859.84311029,437
382807.034002946,2117279.12809114,438
372513.629856141,2120172.95739708,438
380599.539729938,2122857.67040287,439
378511.172047885,2111810.33492231,441
385326.860356534,2131023.2510833,441
385954.588531581,2122138.00829074,442
386483.788070537,2115137.9548675,442
386504.145862755,2115122.45851421,443
385803.791354293,2117149.58477322,443
374097.050587283,2121038.19151109,446
384102.896881635,2117068.01145166,450
382831.330323623,2137916.17448749,451
385086.8497831,2111820.4021774,451
388093.228433423,2118887.75211442,452
388562.193679268,2126345.84466256,453
385756.330744821,2125471.64776142,453
393194.72402804,2120554.25611644,453
378668.372825281,2131573.57725431,454
384918.019484214,2117065.96153733,456
393866.868456415,2118589.08772692,457
392095.503433083,2118906.82429677,459
388353.962936566,2119009.12964416,461
390054.422944283,2119542.98340245,462
392878.225483432,2116372.2650371,463
387279.033326485,2120927.8197137,468
385937.338631336,2124526.74627325,471
382622.665332154,2117231.11827267,471
379082.09867886,2126157.06412571,473
377046.797957656,2121390.15821753,473
383610.776147263,2120551.09377827,474
374783.035612231,2123960.20986131,474
385794.522247523,2112833.54089603,474
385113.893368734,2125475.67111006,474
381789.230232051,2111198.76601098,475
379713.876585966,2118301.31611269,475
394492.591607058,2117162.18445623,476
385665.978457844,2125499.87986057,477
383137.290459415,2124172.43256627,477
379959.186065522,2115603.6280536,478
370870.826312353,2124583.80550477,478
393671.469990882,2118141.40236432,479
393967.086508707,2118238.06341587,480
396568.350257659,2120018.47595188,481
384964.513479043,2117025.7062638,482
388316.997703885,2126839.20589855,482
436926.872404403,2101435.85745944,484
393124.690648897,2118058.50240206,484
386395.197881415,2125363.14727796,485
387716.3150969,2121263.29280324,487
385821.101282798,2124619.69632474,488
387995.783696272,2119195.76025506,489
376354.32551661,2123958.75322982,490
383630.207115314,2114857.59667453,494
377065.671317432,2125506.46633701,496
376601.315940315,2125936.91662056,497
379434.582087679,2117144.1677447,498
391242.739262805,2120919.25126382,499
385530.564518436,2114559.77543577,499
383971.493073373,2113837.89281685,499
382819.980275191,2118849.95407056,500
388568.235745656,2121580.87936326,501
395587.873464213,2114539.90316218,502
383303.282535165,2124555.64858842,502
380735.509246114,2129374.15409633,505
384800.306692596,2111330.32863444,506
389393.906064739,2123844.59058416,507
380186.782667541,2112414.1990289,510
380357.02119893,2112078.00530422,511
385406.169417939,2111944.45272598,512
387483.998312694,2119580.0847307,513
388748.060718972,2118963.69871094,513
379871.675617587,2117860.67026362,514
387433.340236701,2119417.46579431,516
387405.290302717,2114840.24726543,516
372100.075332707,2127461.96169672,516
382056.050408069,2117714.32119476,517
380873.274839243,2128561.6557648,520
377010.768177626,2127329.87759868,520
393291.84683991,2120679.72855777,521
385866.63584533,2118329.66941294,521
379541.654665049,2117878.20309872,522
385604.178004886,2118405.0826535,523
385310.387115156,2124210.94957627,524
382893.363738726,2118446.76735023,524
383883.204919954,2113275.87830677,524
384374.295369082,2113300.45434912,524
382769.765734943,2118306.14358624,524
387400.990197738,2124136.48725661,526
383027.411070586,2118393.65165634,534
382748.593752521,2122305.80347028,668
381167.61254881,2130269.01404124,691
383598.445201319,2141495.81521356,370
380988.815888998,2141319.06363034,374
387413.246235878,2139359.7634688,375
388910.584381727,2137035.68116472,386
393214.378560696,2135405.19939398,388
382762.851878726,2139967.14091215,389
383338.902058238,2140609.0234079,390
384595.824801136,2139583.41771075,394
372725.22296363,2140031.64212857,397
391061.273416554,2143330.8766849,412
371258.831223415,2135697.89758922,420
393222.776676227,2135841.6780359,428
393409.646091253,2136851.97480907,429
386245.782372602,2137922.15570844,432
387206.752070537,2142287.69484882,432
383257.198391259,2138792.6682432,438
384027.177486761,2139184.31428912,440
384996.901223312,2139328.78699243,448
387616.293876645,2137747.62449736,453
374880.141260728,2154991.86657256,454
387658.257212581,2139342.87555288,469
372150.222494315,2140841.16501174,472
374995.384804572,2153530.73723291,480
383347.668307502,2141518.9453841,481
376294.039443104,2129723.43364834,486
380994.530272259,2141300.5805041,495
380871.539104867,2144341.85172817,496
385786.788160754,2141503.4291186,503
383026.107096789,2140518.80859767,503
387663.448312283,2138294.54057603,510
444627.98376733,2171469.00762816,365
455579.795083461,2183638.61666299,369
443677.217145392,2178431.31295122,370
455275.741263654,2177301.04288747,370
441774.514312247,2182381.29257977,371
448735.655073602,2178972.41212701,372
445760.919535677,2173389.79106695,373
452954.713860496,2170433.85262788,374
446457.005538097,2173421.50314934,374
455275.471287842,2177193.45818227,375
442561.215912033,2181736.28017861,383
452261.405342618,2172568.95032389,383
448452.767492692,2165675.61995493,385
448850.794413365,2178517.14397196,388
442773.500760532,2172606.04641132,393
443932.725144973,2175436.51268949,394
443064.523951619,2173456.58903407,396
455463.320657522,2127007.22017418,397
450062.742718682,2168416.01740773,397
449922.545508178,2170362.16586968,397
455592.187604627,2176940.60920175,398
443603.976715249,2171838.0034812,400
443644.33840206,2176319.63476619,403
443445.099576782,2175007.70413832,404
443089.78237659,2173158.33936083,404
446725.348497502,2176491.52343944,409
446726.294900595,2175833.7058973,410
446039.933861881,2178021.31647009,411
449952.008208985,2173601.94588228,411
450614.07962918,2175029.45550198,416
452217.788406268,2172593.65786115,416
441171.986239705,2179733.53789374,417
447000.635635351,2179964.21643849,419
453303.130151776,2122537.28294036,424
452768.645840493,2185932.85033533,425
443346.016826677,2172229.20516457,426
446328.826520516,2180175.2557612,426
452248.247840008,2175270.91698528,427
445392.542449936,2171008.64562925,427
449095.023327972,2188565.06559166,427
445514.951039042,2178665.36205056,428
455187.227967041,2173357.49967935,428
453814.733311522,2186468.02975486,429
454221.146015212,2178176.70070815,429
448210.977869578,2178743.3876428,431
448913.357214604,2170878.35712463,432
443493.645659067,2175625.40685891,432
446903.206828164,2143025.99836375,433
442693.169526541,2174798.00316122,434
442389.482148842,2179938.58336154,435
452553.913444886,2173053.84172271,439
450851.841207186,2169369.80396583,439
455562.854000575,2174515.40497088,442
442994.080549388,2180566.79252642,442
444187.785772643,2181565.10861204,444
447508.880752913,2179563.10222179,444
443910.42957885,2182223.80252968,445
445208.074483251,2176382.38704501,446
446053.013934434,2174646.1300995,446
450083.169304063,2169473.36943572,447
454123.074194032,2180789.75055794,447
455406.474271675,2174860.06731017,449
446870.226318014,2169402.70099936,451
454720.922840829,2174357.68037816,452
450099.800309718,2174385.37135509,456
442275.908975811,2182616.3509408,463
444090.266402617,2177391.02729415,464
454377.38324819,2180069.80835619,466
450016.814960007,2168658.9807163,467
367484.231216141,2176836.76600127,468
445836.834742047,2158029.42099189,477
454581.675768493,2181415.64598228,479
445012.40970652,2177136.09741614,482
444011.05183985,2174415.72876659,483
440634.860906594,2181905.52580145,488
444548.173405965,2213776.19417257,488
445815.454504897,2174087.40016827,491
450398.713299337,2183427.93105543,495
447971.578045857,2178510.4688202,500
443532.47651795,2179609.08425689,500
444745.006121198,2175403.23911013,502
445831.88491987,2180450.34002547,502
446098.802539252,2172451.23049638,503
445662.034941482,2178209.97364781,507
445722.28278304,2180782.65725509,509
445244.245076894,2175835.12044739,511
449824.714947932,2168711.77387211,512
450771.649988878,2179366.27322708,513
448798.523354648,2168407.29326377,515
444231.741096716,2175149.70180839,517
449072.752222405,2184861.05250769,518
448891.76630214,2170457.29811344,519
454503.801277295,2174856.19829978,520
454742.444118373,2174806.4096265,521
398301.203133572,2175131.05328633,522
455503.81220205,2180023.92223911,525
446654.716934775,2176239.67470609,532
444452.679146309,2179704.55465696,532
434915.389125609,2095608.8927975,401
420685.83418007,2100831.2810274,410
425103.906607321,2092157.14141292,420
421113.433924325,2100998.5148328,422
424542.68447458,2098740.3613287,434
427595.970705329,2098104.21386637,442
425513.069641839,2099357.34148309,445
431737.369191561,2103833.34562902,449
425482.875274708,2105655.65931065,449
427348.999688045,2100748.62121654,450
428264.780333375,2094099.58793307,451
429903.619556169,2102075.86383471,456
431068.397259215,2100820.47234847,461
454860.002756749,2101229.77663618,462
391464.242739301,2148745.18005453,386
399683.926108535,2155242.53533476,392
383024.90111517,2152068.85080619,394
382368.447622827,2152463.55258905,422
389226.161141172,2150464.9467617,422
389016.898799312,2150579.97757152,422
389523.361558098,2150423.16182631,425
402133.963843662,2162951.29107739,426
407738.665118355,2144901.38970295,430
382434.998705245,2155961.67363467,432
392528.327966227,2157970.6508995,432
390527.112215475,2145698.14851172,436
384882.964794072,2153526.40711236,442
390607.754254953,2148904.05229208,443
401475.64038835,2147000.16754502,445
382408.047441245,2154065.00400957,450
377785.09934151,2143922.77877324,453
380879.985118014,2154031.99344351,453
389319.028783723,2150867.10073508,453
389262.605826876,2150701.43850859,454
380237.478300037,2152557.50111979,508
395057.251960624,2144706.04294127,530
452677.196507438,2152421.94454721,417
452917.518886024,2151785.03935718,443
455209.298705769,2153017.9451039,465
413483.767935969,2079315.93742933,412
417608.665603204,2078058.60842901,426
397400.742731469,2124173.00630639,366
414191.009759067,2115740.90550216,366
419905.168517191,2111620.7385209,384
416874.670654929,2112876.01049065,390
413581.480299253,2117213.0917195,397
412715.038661241,2114389.18330764,463
415075.391703935,2123129.55771847,464
440569.647951931,2086759.28390324,421
440455.852617111,2082269.04240522,437
440130.564632791,2084876.53614505,453
437853.343698615,2082944.49401731,467
441080.58541202,2082697.37352411,477
440050.608446889,2090043.61849962,530
342588.907057837,2084023.55069185,507
376245.847220286,2158133.66912045,372
376215.969502295,2159299.06437745,389
375124.810752069,2174211.37745539,398
376201.930287541,2163606.37869005,407
375141.890242005,2172071.45041842,409
387095.534577479,2164127.874706,410
377160.627203378,2160184.15541201,412
378066.416810987,2160079.6090925,412
372932.891686043,2167825.8333455,426
370883.859043983,2163268.76962073,426
372823.402600995,2174959.34757296,432
392623.67916564,2164656.5223631,436
387821.428118294,2159976.12713752,437
379584.588565143,2173455.18098574,443
388216.013669349,2180196.37756072,445
387400.698851978,2180638.07251329,446
389312.799272804,2181001.1424539,453
379344.176552774,2169337.12568748,454
378269.244779591,2168062.38546163,456
384827.974483143,2167690.04646034,458
378589.907797656,2168518.29167588,464
376475.594635784,2164413.05835904,468
374991.859964576,2167691.44013486,469
378412.508277152,2157377.9801748,475
375873.975141501,2164223.52389442,480
377456.122341225,2159490.40544535,480
387797.485945228,2172442.50695436,481
447187.166022088,2175128.4129728,513
377880.087470783,2157535.30198619,530
378332.879289893,2167994.31646789,532
393189.033220213,2212947.43386804,734
402761.404027847,2102392.20066591,734
533145.584932191,2139363.85365067,734
534342.805291939,2138815.88272969,735
414283.134806242,2097813.61061984,737
423840.282936082,2085731.96509236,738
424959.221939515,2083824.78842671,739
367648.576317393,2134137.40468156,739
401190.547936539,2082970.15063737,739
461847.544437801,2172210.85775813,740
445207.539354731,2175260.41281986,740
465257.345245278,2118797.72879868,741
426592.247260733,2078608.34760291,741
424977.014274899,2084611.59402176,745
494756.204036453,2165682.19000444,745
493007.768109602,2164391.81302715,745
482781.377568595,2164152.81435263,745
494289.951671759,2165252.00779939,745
493153.815183954,2165375.35554369,745
482084.90740999,2166919.88049951,745
379408.005652516,2117101.30314567,747
383006.862080596,2208237.83822046,750
383258.093874107,2119754.04679463,754
505187.284438831,2129052.98682403,755
378879.114456079,2154801.60940779,756
423121.504707838,2093791.254815,756
383066.553804309,2120868.12319905,758
400628.005726798,2119913.03606428,762
380644.918985402,2111857.87007935,762
380615.296756159,2111796.57827783,763
460689.993272336,2094463.77062134,765
383358.181148412,2124463.07263956,768
460230.609987485,2094366.39292245,769
422104.611640038,2126534.90973959,770
481937.52118427,2165198.7217953,770
455190.614348629,2175865.76113268,779
454827.395211835,2116561.2755943,783
532522.644682279,2141833.99451563,784
389696.199132765,2205113.9842492,785
432162.906986467,2088275.62946504,787
456206.897543939,2127847.62040852,787
385769.177438662,2108271.68479855,787
437656.688375657,2193354.00175292,789
393318.836616451,2192640.5612846,789
383379.243359059,2132790.97910276,791
383771.097197553,2132899.14794687,791
373695.713511701,2121296.11779509,791
402256.800634641,2201159.93096495,791
465191.778315776,2121186.08607901,791
382028.809223569,2093754.53152497,792
533813.494572233,2137905.07119399,793
444236.476416451,2178524.84483881,794
399807.79683019,2188744.42731052,794
404028.271317162,2211381.35335829,794
369863.212049724,2134004.62068785,795
530104.908191758,2105984.82208021,795
465337.579029544,2096181.87495629,795
377836.941407287,2125550.48769205,795
516362.853599294,2134287.86801804,796
405109.318528908,2066698.38820414,796
384425.4280793,2096699.83631967,797
422805.343340713,2091613.25636582,797
375875.816255814,2130049.07339844,797
509026.867772502,2115306.18980914,797
387041.236198597,2122629.29099546,797
423681.489070091,2084109.6742193,797
401646.564322901,2213171.50683023,798
380632.771321713,2111787.24247344,798
391926.45604692,2118972.37501472,799
425381.036257562,2084656.08167169,799
406854.772135493,2101830.13853095,799
418976.68796579,2099129.63105335,800
409782.721911299,2102676.33148457,802
519811.799454786,2137414.14479568,802
452339.962485616,2176902.89992857,802
390027.33325841,2118922.17368823,802
452513.196085843,2132086.30524488,803
380960.194923844,2112707.37947124,803
375671.793941911,2168264.69699097,803
381841.921005423,2122569.86135436,803
465611.382390198,2159197.98015378,803
383370.121361919,2119455.13841196,804
458247.932600801,2175904.44956425,804
375438.297610415,2168204.83156422,804
460646.300981469,2167599.65028835,804
407082.783687996,2083078.26041103,805
452540.581220396,2164729.8832607,805
402917.199736846,2216976.55423247,805
403142.652582382,2199913.03768394,806
410766.798831388,2094525.77641418,807
423107.466598883,2086847.66911473,807
423136.142069654,2093794.26806893,807
456457.573812247,2133797.74508256,808
457616.669353772,2167545.0876272,808
452515.387860931,2177179.08080967,808
380844.777391988,2139822.83704733,808
525692.819459751,2125895.23826342,808
453767.540585237,2188456.96965103,808
383400.255865448,2114997.39065967,809
395920.364917873,2096785.53055649,809
413791.84075114,2097185.74678283,809
458662.646926248,2166374.58970382,809
509933.754302774,2112939.99004248,809
393920.278162639,2165134.53454038,809
530018.789019761,2140655.5210969,809
409597.745141184,2194099.26127233,809
381205.703442579,2128046.09375034,809
380829.739856296,2128601.90484641,809
386606.124041608,2118389.64443754,809
452792.306197701,2138417.50256178,809
397212.078594797,2195242.95027963,809
398822.994042481,2197170.44701434,809
418066.727770557,2085055.58906913,809
456007.377910452,2188236.09559525,809
446885.590271428,2113874.57498426,809
380712.95147945,2128602.66722423,810
366881.318781822,2133801.73724275,810
402808.040091336,2197240.27906338,810
460293.486266471,2099148.78700338,810
420037.709851368,2199859.03090598,810
409948.842473831,2188779.14832221,810
412495.086272246,2095070.85223834,810
519666.108975988,2137229.56603109,810
401321.833417512,2201921.41581896,811
378675.423532717,2089573.7544638,811
380231.434027233,2112988.78296443,811
395391.936245835,2075547.37285632,811
380899.789619348,2143757.55188524,811
460151.490532265,2128072.19208709,811
442694.245575668,2174226.25161367,811
454808.948634527,2174621.80935648,811
408907.666207664,2223646.22187028,811
474115.108401143,2195116.57980011,811
386468.359243055,2124446.59032916,811
467124.74668695,2158057.85455134,811
455624.874277165,2174865.67055858,812
375668.304639864,2171954.02640306,812
523926.144104638,2114919.97135449,812
458291.525612367,2169633.70771013,812
413618.376911092,2097616.89319747,812
412480.911123092,2098267.73551986,812
397242.06036732,2195396.49040676,812
382175.598461096,2142550.24856137,812
458466.569419522,2169756.25379326,813
387175.913535114,2120783.96884724,813
449185.763427892,2132064.53860041,813
474477.729675381,2164009.01791117,813
440423.885406962,2085093.82747501,813
419324.017415698,2183631.00227036,813
514756.449098148,2110576.55847591,813
368687.551318568,2133296.72688048,813
370570.598406344,2123014.9429566,813
379553.380400226,2129870.72083258,813
461253.503463855,2165508.13294726,814
422347.468140551,2087035.24265707,814
372502.912220834,2111042.40627337,814
383142.321407739,2143158.84565538,814
404173.639747208,2097878.44353063,814
398625.302617341,2099383.44191804,814
514873.158416688,2110791.80350696,814
469900.000408586,2161925.94583288,814
427155.699469617,2096944.05450043,814
457664.209127995,2150608.32024138,814
468378.843592845,2158547.40967751,814
519662.749015521,2140333.98019748,814
518965.798182179,2137259.55883912,815
457256.807683227,2150947.39548556,815
530135.100288784,2123227.93472361,815
453188.423946233,2156182.94889592,815
526020.227332167,2121500.38523332,815
397359.094415521,2103079.20683214,816
388248.208273033,2070762.37958502,816
452054.256390549,2101596.44508235,817
385437.222962499,2118335.41802208,818
416260.754085953,2194435.33489384,818
382571.933549205,2113404.08954885,819
386112.029559493,2085530.53769192,819
398098.799686402,2115248.22002913,819
385530.908846395,2114615.10795136,819
412894.245492953,2207762.81546712,819
373853.829758218,2120501.86319928,819
408549.429168783,2077753.28004116,819
382548.609014934,2128006.66902105,819
378426.033818988,2131569.042595,819
466286.186748651,2098399.25834603,819
408432.928426119,2077876.80220075,819
385410.58648872,2114062.5104507,821
455737.078130822,2173144.03236004,821
459906.003944665,2095737.91628333,821
451109.14658985,2097972.01183994,821
532214.629464366,2119666.03389166,821
450556.975763256,2174387.17289864,822
382125.843762928,2143872.50793538,822
404564.974769225,2210142.56293875,822
378428.288211088,2131907.1974808,822
461250.938098985,2095581.38146968,822
417482.660558277,2078695.43335062,822
464626.081936318,2162027.77318967,822
404535.577571549,2210081.23742789,823
456976.477910007,2167823.25904844,823
385876.756506299,2118547.87158966,823
400645.774311118,2083449.49473226,823
454705.988250985,2098024.35324936,823
410832.813998731,2196736.78196044,823
425256.114552221,2082689.39073833,823
533932.967289623,2137988.28403153,823
409158.261719346,2210394.84899989,824
389283.1400123,2116621.05655729,824
454380.870035554,2108475.54422124,824
379078.536937745,2167964.67059466,824
380739.528066266,2146002.8367295,824
383828.428636763,2127229.93522531,824
371979.37405861,2136470.62637678,824
438457.010251811,2178359.43984887,824
437988.101173678,2177469.62085406,824
394485.179507632,2196488.75419113,824
456376.872323296,2136656.51145551,824
443590.928873778,2172317.57346197,824
527696.746391116,2132906.12795258,824
532361.096150937,2119420.39961656,824
401422.599016713,2102995.63224872,825
385411.926654242,2114277.69243345,825
459911.839253401,2177806.41884939,825
441053.645278581,2099138.50516387,825
436288.143719099,2099338.69288928,825
389488.800667609,2111947.17299024,825
433641.679460446,2111489.29176497,825
463566.693246214,2156896.67125536,825
383065.066471477,2122008.65829934,825
387510.043769096,2122872.33865029,826
446693.731720088,2187308.73718747,826
454616.042427554,2190299.12164069,826
378148.726530094,2129388.16093623,826
389202.53911569,2117789.70819713,826
427538.873633908,2097710.99507528,826
455125.07871551,2172961.12833019,826
423000.865445633,2185828.00963978,826
518559.121756887,2135476.40952899,826
385461.185072067,2108098.36849387,826
390478.720309513,2202385.19184502,826
381551.492864057,2140801.97942631,826
382879.840441264,2129572.39363388,826
452477.356059973,2095571.02218889,826
384899.445235326,2116432.80083598,827
389886.070424745,2119722.29201645,827
450271.528164405,2176447.46728688,827
428805.972862005,2189277.42852103,827
516284.098089738,2134244.7661527,827
390619.60951837,2196973.43340694,827
451929.870019961,2175981.83744368,827
394204.989586815,2129072.87383025,827
384982.543703449,2138904.63431025,827
381657.785813233,2139202.66853319,827
444305.480238939,2205052.90809473,827
526567.598877242,2126664.90232958,827
386512.786229784,2117467.97662707,827
410947.990312424,2119946.10674778,827
401142.499718357,2083293.16526373,827
394162.840166337,2196091.0217888,827
395362.855210258,2197344.33814583,827
383091.109424477,2093818.52579372,827
425024.958220495,2090712.79225149,827
441229.572479167,2099291.63119952,827
436991.25925181,2099735.87251272,827
451425.413159803,2095911.84339436,827
404616.884612801,2098767.59846682,828
393211.86116132,2113954.0986272,828
399314.720276605,2123848.82545578,828
385468.643542503,2114000.66604585,828
456850.132333536,2175815.5609892,828
401131.428792323,2209423.75200727,828
384928.083951926,2116340.39671891,828
428206.404957583,2103948.14980562,828
526501.041170337,2132289.61472138,828
462703.636440473,2162369.78043379,829
410617.563677284,2118072.6079519,829
378216.888545774,2156902.77770162,829
380421.15449469,2119689.31413619,829
462674.753965306,2162492.79230592,829
457732.753348299,2167360.38355884,829
376736.751400832,2136468.51371147,829
382865.071898847,2140885.68319096,829
381528.335975269,2141724.41150902,829
382354.817514246,2111438.005709,829
458228.874469727,2129889.97549616,829
394231.377330695,2087788.26260794,829
462616.7982295,2162646.60273416,830
392870.379155296,2120534.62928426,830
380913.622219014,2141421.00802427,830
403278.722731036,2111285.54438839,830
399340.851207544,2085700.44606224,830
376154.10040435,2136626.18638371,830
388293.212148717,2136301.65731153,830
385702.785097179,2114060.69303086,831
435383.420806219,2099833.62015086,831
383258.847189032,2115736.0891092,831
402869.277665494,2111226.21863466,832
443742.255033361,2174130.70050687,832
383196.897401629,2115183.13140694,832
392475.088878143,2107871.72876819,833
402974.531504525,2103448.5228795,833
382631.455272114,2140856.44968647,834
402973.725433639,2103294.82926823,834
399014.462083829,2106390.01178661,834
520270.051825016,2170979.77270361,834
390031.017472457,2119536.97542535,834
455095.957643213,2172961.20152093,834
408530.70572465,2127212.57963024,834
405369.022443697,2091417.09487703,834
410134.388632814,2084692.47718959,835
380624.833839147,2119565.01931115,835
382048.508333757,2140952.45625548,835
431127.525347063,2103353.02634151,835
403794.148792959,2114848.66229902,835
456244.264028966,2166195.90195663,836
424206.254592813,2083615.7392354,836
459718.787245457,2169661.17546366,836
418215.745420082,2195748.05289159,836
391895.156576203,2201023.71835189,836
383154.404917829,2113092.9659945,836
382925.478557363,2118443.48834091,837
386320.5805627,2114733.17641633,837
424299.428377538,2099322.29861319,838
377751.826070847,2104827.68692766,838
380025.135872405,2117201.78579076,838
400580.159949223,2214714.68969532,839
377424.533519972,2103969.07867776,839
452289.40932843,2102087.62155871,839
377171.716982609,2123030.97321592,839
388250.466014032,2119762.9229161,839
401578.701883278,2110341.60963924,839
452670.249087771,2102394.00880045,839
414783.895277107,2096689.34960265,839
378231.113416291,2088746.63432872,839
378272.49066841,2156502.73603974,840
420369.196631161,2189528.52613837,840
393048.455718622,2105931.74388084,840
401517.719698903,2210927.98676815,840
383693.961140986,2087297.66939647,840
383735.730593345,2112597.4197941,840
435295.381389766,2099741.7155941,840
395971.592555274,2085011.90557903,841
390052.73278944,2068815.14741681,841
413406.615538777,2127188.82750672,841
529367.157319634,2110409.63090274,841
444609.169024627,2171976.2588631,841
420861.039310553,2122544.19664284,841
454099.417315322,2112810.11520426,841
401750.038619088,2210895.94012461,841
377751.419522224,2104766.20570085,841
380250.502002167,2120397.49707459,841
367756.268557395,2055585.8620641,841
373126.856252293,2116756.24732965,841
370750.532963317,2136048.90377301,841
401199.083744317,2211114.23815658,841
443816.638974452,2188454.98051666,841
448554.323190809,2094075.38883085,841
435237.010177747,2099772.65671698,842
399939.289162235,2109827.85500934,842
378756.167516401,2110846.49448261,842
527277.900615009,2120211.2843158,842
404022.740827335,2201322.37815485,842
454105.116985736,2138352.66455084,842
449300.840268257,2141931.01518221,842
390134.922458905,2198544.36900587,842
376425.666979687,2094476.47079728,842
452639.610784127,2180098.93892263,843
421036.240293999,2136037.86562554,843
399939.45597075,2109858.59412311,843
452780.298741438,2167249.80178813,843
535215.043595799,2138882.10046246,843
378665.097647852,2132397.50347551,843
379462.808359308,2111641.15083674,843
394253.782134141,2196705.34117937,843
444894.992678993,2083051.5034399,843
518820.002490832,2137167.1971045,843
519870.256210138,2137321.9982776,843
460144.949640382,2177898.11146369,843
391629.385375045,2098224.14317923,843
421853.066107458,2189521.91814782,843
424790.966096898,2182469.6233032,843
376972.96339922,2119527.65679159,844
381814.890621549,2140923.23323228,844
402101.152434441,2109662.55112517,844
451470.992535043,2102151.2221236,844
388494.992205049,2121544.43509623,844
392713.909169009,2118752.5685598,844
389885.051062029,2205094.3540146,844
387071.588663577,2113314.4499188,844
427551.21347469,2093376.95029366,844
411870.581180873,2200697.26526483,844
372575.363864551,2117282.69247932,843
377594.583039316,2125118.63703735,844
407524.67964738,2083660.1025096,844
397388.160279084,2103048.30558659,844
370369.1960978,2123446.77363556,844
437022.35965413,2108864.74044798,845
532679.226186831,2137494.19358486,845
446485.484227762,2176120.29962214,845
446807.596724765,2176734.11609259,845
383799.1887556,2131810.6951043,845
382695.836675954,2132740.02862711,845
387278.206024116,2113651.33746517,845
452313.500441435,2100089.68890805,845
422727.592915615,2086972.18902839,845
406886.947470268,2102414.0217557,845
387871.565764005,2138917.31789972,845
469929.032811773,2144374.80191541,845
533030.033533438,2137125.98275402,845
521603.385049719,2127518.98341293,845
445661.367280084,2104933.67992758,846
394442.353524574,2144811.06252343,846
414991.858224897,2091001.80110516,846
457188.51002492,2109360.17501984,846
447410.136820225,2173719.9117892,846
387745.169200459,2113556.25954661,846
450423.506789479,2114879.02172908,846
531132.99472052,2120248.15967731,846
396986.647237028,2211384.43608516,846
534214.774227132,2143275.61075478,846
380096.741634514,2114741.95345596,846
379836.965673414,2092732.58372512,846
437093.182271357,2103915.78636061,846
532941.773472122,2137525.40446867,846
453041.747541572,2166972.46835405,846
483394.631263611,2165689.11436021,846
425890.966541723,2087789.26490788,847
462469.97661538,2148107.95179632,847
464030.711204497,2155727.70440421,847
384623.404913819,2137492.76570131,847
388618.37865785,2136975.98464999,847
410083.435755989,2098371.41951381,847
387395.087491687,2113650.62193885,847
405814.347057019,2199222.22689419,847
458199.96553396,2130012.99016402,847
404769.109613158,2199535.26564365,847
517596.770233047,2134829.98358749,847
351931.089909535,2082326.97018328,847
370673.054785408,2165963.51227172,847
419121.680096336,2183939.33046782,847
482985.437689718,2164275.56983581,847
490387.526327076,2167835.62826627,847
490009.041528718,2168173.94886077,847
444355.874409219,2174805.03654118,848
381874.124844276,2132069.00311619,848
407150.428098453,2198907.7180663,848
395962.527604436,2109480.97969412,848
463486.83279766,2146230.8844464,848
376673.22939688,2131396.35408159,848
514446.431044609,2169590.92190438,848
516821.730185183,2183394.32518778,848
512756.273491817,2170788.4063481,848
407547.790000114,2180306.79985165,849
453466.90832474,2184769.0713157,849
443373.948296424,2177359.47581409,849
391817.414793214,2144888.03184121,849
402883.195877016,2216085.19325648,849
404711.115733737,2199566.32144418,849
454005.908523187,2168076.55037429,849
461685.68723852,2149554.26261446,849
399983.031488081,2112502.00253307,849
383791.59258431,2153391.98864455,849
371424.636104248,2136443.79493749,850
391239.085683648,2111414.16062106,850
375235.311656217,2104506.3346925,850
404739.85072672,2210233.84035314,850
375266.528002236,2164455.24308186,850
399370.923578283,2096674.28524587,850
452057.042750522,2102672.21579588,850
407198.78402147,2082862.51392142,821
391420.09517762,2146734.92203662,821
383254.223944894,2124190.13163432,821
400862.876621135,2213329.64203296,821
392759.259329844,2096373.1604148,821
378258.407776163,2097384.83039551,821
382710.199760065,2130434.26522255,852
366660.033426989,2099247.63513312,852
392163.006647028,2139229.49873001,852
375707.18867216,2152308.36896392,852
383985.425849028,2105832.72304883,852
405292.098091732,2110691.03282985,852
531248.979248562,2120740.1410171,853
377066.662611292,2085219.00701933,853
382158.441255912,2117280.20315268,853
428725.871776176,2086948.30846787,853
424353.451657734,2083830.3046875,853
364104.126718009,2133268.84463484,853
456505.781085212,2165918.62074963,853
463691.166822487,2146322.68572437,853
382481.508963471,2122104.61725586,854
392140.24598622,2095546.75849071,854
465588.413356149,2100552.05711211,854
373686.050431524,2163482.48711129,854
372315.985121843,2171608.72740653,854
457595.404396607,2133641.37436253,854
447698.236400935,2111966.55166409,855
371328.820367588,2135276.21541702,855
375813.377202905,2142285.26416873,855
375714.918612868,2166081.56561183,855
465618.049630684,2100767.15404643,855
