"X","Y","Día"
383367.402717271,2095891.81360845,1936
452515.440001352,2100166.0114041,1936
425148.148356476,2100951.03222616,1936
382926.074358964,2095482.65900949,1936
529376.493516444,2111884.98216637,1936
453450.378121436,2156034.72708707,1936
458934.997435693,2146548.01469608,1936
382613.841608043,2118593.03933949,1937
422572.366433747,2093270.99087658,1937
380388.52368846,2092065.01674844,1937
401161.742444768,2096842.95321922,1937
382771.355687969,2118555.14255525,1937
386248.825348024,2160188.91108984,1937
442229.636662144,2101184.95411788,1937
355246.018702739,2079810.7743729,1937
512872.680755571,2170911.44057313,1938
395395.253053743,2128398.93681906,1938
529546.546920003,2113342.15115881,1938
375815.915893961,2095596.46458789,1938
409419.513550346,2126863.86749599,1938
371531.353394309,2136676.69241969,1939
395233.621486285,2127197.89085763,1939
383043.109180107,2128624.4880839,1939
395319.959432192,2128506.96163409,1939
528782.561922226,2183840.01212337,1939
466377.096035646,2149415.82738205,1939
426323.303233778,2194679.48131678,1939
449955.918155106,2178108.25079526,1939
379112.483239201,2092894.05919093,1939
387287.569842774,2122790.70402554,1940
462422.233997776,2094875.12190953,1940
421003.843745259,2137313.68461585,1940
462916.343631648,2094800.36295726,1940
460548.195045336,2123860.37329386,1940
447028.496740103,2109721.59171614,1940
529578.882747653,2113219.25812187,1940
466760.409244661,2156466.31199518,1940
527456.58783487,2139262.15214866,1941
457727.028981585,2161221.98072322,1941
446629.418845248,2175569.6401679,1941
457174.382850266,2127098.4158532,1941
414962.263002171,2076779.43908002,1941
457657.491641246,2128956.88362462,1941
400600.891258707,2100789.84222967,1941
453935.464393355,2176904.8532212,1941
466629.78573373,2155184.79394247,1941
344950.534886894,2088867.70476113,1942
403223.615763664,2131282.26543025,1942
389799.836968398,2198445.00531909,1942
396146.465613746,2123405.41191717,1942
461066.085843805,2129834.52320814,1942
455595.953454688,2173774.52299088,1942
382678.689390147,2124159.99499384,1942
414909.704853333,2076810.41531099,1942
527944.054124882,2139106.13687196,1942
533181.314081532,2137372.1547114,1942
436778.171536797,2100698.67174368,1943
391868.998365478,2118640.71055955,1943
439631.663261604,2102450.3867652,1943
447427.734900175,2189516.7056447,1943
393590.15731994,2109128.70262406,1943
386115.681691345,2120329.39886903,1943
391920.243761555,2124358.25064835,1943
535325.667128228,2139008.33766513,1943
417364.601816981,2098279.14697244,1943
376400.91520827,2096471.77901981,1943
414040.434594015,2121019.52374725,1943
534687.229127361,2138739.69413936,1943
393740.826761308,2109407.57301592,1946
402754.414700825,2092687.80610585,1946
529289.749121152,2113148.10240685,1946
372317.642803855,2118455.78787975,1947
372802.349477204,2108267.35175882,1948
396668.409821255,2099812.31036735,1948
380372.670306838,2092329.49386411,1948
390939.711143264,2085332.64353675,1949
413836.261918788,2121078.88675552,1949
400929.506992163,2082313.71522738,1949
386441.124131846,2116272.57678437,1950
410110.021383579,2089352.55207716,1950
452524.583219877,2135335.22407201,1950
382845.12077217,2093777.03673571,1950
400866.621978788,2210910.13656332,1950
401052.273013845,2082282.32618419,1950
416674.338306525,2124099.71763156,1950
447516.836130787,2109830.84825492,1950
375992.245582448,2108814.37313661,1950
397393.774369613,2209442.14082665,1951
392396.304231188,2099350.92315074,1951
460182.336442196,2108634.23607836,1951
416530.374393484,2069272.41635693,1951
389369.049277749,2131314.92771039,1952
447940.619446841,2093210.33020035,1952
391254.105399074,2200342.0812813,1952
376216.015126971,2112102.2956771,1952
393982.946258106,2116430.41457507,1952
385375.062324701,2119141.23643881,1952
383798.863020051,2058809.90588976,1952
384054.453335884,2117261.98983345,1953
392008.478733742,2106555.67947634,1953
396288.177687037,2123675.12742344,1953
375344.094254485,2107629.01346796,1953
373115.145661618,2098891.83762001,1953
379701.821889016,2105715.6290293,1953
390142.320894949,2200198.33319907,1953
399221.183682617,2110520.34385379,1954
484372.396251996,2164449.51182032,1954
393063.60650441,2120610.3539257,1954
371605.137536223,2124344.9909202,1954
400815.284728868,2211595.99821789,1955
380015.801297785,2118456.12549303,1955
382143.122355538,2091943.15310916,1955
386121.534950546,2106160.66123119,1956
386113.237447814,2068857.00278374,1956
426775.792835305,2093303.14385775,1956
424893.801617358,2088656.97846604,1957
375147.831156321,2075729.54397704,1957
380848.060294355,2090269.85525533,1958
379938.071108684,2115502.31711691,1958
378662.010273424,2092005.48928736,1959
371662.56003427,2134588.27852529,1963
517899.670578687,2182288.8055318,1963
377571.85863925,2132183.46442731,1963
393846.447706796,2211618.3808446,2193
531949.826056263,2145745.82636281,2199
400947.47646016,2122275.23568251,2207
390837.890068967,2198875.10933799,2207
452299.850847029,2167327.92105039,2207
409221.274532546,2193295.75389709,2207
395770.398565135,2197403.41261413,2209
444918.540001907,2176908.9178024,2210
458624.809946683,2139697.33089598,2211
464968.079292703,2174485.24349767,2211
460135.656743743,2126166.53469449,2212
530089.714349767,2145379.94003279,2212
408338.749488072,2198132.94882047,2213
452781.987977693,2137815.07291343,2213
401608.70070791,2211603.82273266,2213
453886.629820193,2126952.72942429,2213
469941.332302329,2165725.06836904,2214
458498.519938967,2135495.82434295,2214
443387.941888531,2087915.43106513,2214
400409.958566679,2204180.00299073,2214
530890.970658347,2121753.83948257,2214
416130.658054956,2125261.06867145,2215
412595.32591224,2206104.23167478,2215
426019.253356058,2100901.42568918,2216
532186.339622495,2143948.11488712,2216
411778.470710572,2205524.21500543,2216
399543.477760955,2211277.36455408,2216
450323.008070713,2157201.91254316,2217
379977.604319479,2119762.91736537,2217
460917.653237802,2131402.42984115,2217
451999.393216689,2186635.76567986,2218
483802.72486321,2165956.15795026,2218
368164.793208568,2133266.68330828,2219
530338.464419132,2144876.26448271,2219
533205.832426255,2117445.55223392,2219
533409.744322893,2117753.28680409,2220
413174.11587913,2189620.73875936,2220
461401.186776453,2101728.28154949,2220
440944.271934193,2188292.17629947,2221
379194.433986295,2092899.67504572,2221
400479.117402436,2188590.00691826,2221
428268.139448516,2134670.78250456,2221
418865.137850754,2207276.1572653,2221
387275.796347743,2160348.45265953,2221
455409.510392823,2173744.24910943,2221
458387.526404873,2177081.40948625,2221
401858.241844444,2214645.98805223,2222
534538.378542758,2121803.38189618,2222
456545.648080103,2132792.42563602,2222
534614.221242623,2178157.65641897,2222
409769.036712224,2087814.19730781,2222
394856.091862266,2197230.52607488,2222
458390.926428309,2108656.6312403,2222
459935.033090323,2175172.07822788,2222
532160.418769992,2145405.01525958,2222
461869.92331556,2166312.14937837,2223
463045.678011763,2174203.25416326,2223
374528.90632509,2167319.59768484,2223
458186.772037685,2130624.68930957,2223
400088.354579073,2189474.51413585,2223
440994.410776101,2181489.34644516,2223
534118.997744668,2122755.43210481,2223
428175.590834521,2099017.94146694,2223
425815.018602321,2101009.82496443,2224
394025.921368028,2130414.22625149,2224
453150.080691942,2128909.49153155,2224
532033.296038869,2138113.93248038,2224
529470.455831538,2113421.94339675,2224
403847.518029269,2211806.59560275,2224
410656.292844692,2100732.46829031,2224
442188.073001311,2179770.17006365,2224
392061.318831114,2194434.37717929,2224
452672.348836319,2108919.38223892,2224
397430.205539154,2096909.30769571,2224
528279.131987228,2133758.43233002,2224
401758.642576361,2198386.63997902,2224
528648.121531276,2132950.63031566,2225
528506.815303885,2133728.0503974,2225
398502.482502832,2164923.56181879,2225
386298.617103315,2117795.16099183,2225
394295.760818884,2198857.11735536,2225
455612.791356757,2138029.24990141,2225
398351.251062176,2205135.59413173,2225
512650.214430527,2118228.25010137,2225
421370.572122237,2098203.32971171,2225
454546.95814425,2168926.62337636,2225
459800.085702481,2132880.24136663,2226
482506.422821232,2163037.30784499,2226
404213.086857744,2082797.65164362,2226
381042.529708626,2153920.2450833,2226
456787.887418634,2130326.7245865,2226
532870.911653763,2136372.63685513,2227
379531.738878768,2167337.51827749,2227
437641.805822922,2161640.11575726,2227
442213.48832227,2091296.98360469,2227
426174.310445016,2078779.0439987,2227
532496.83662672,2141584.97707341,2228
429755.97990871,2105540.56009986,2228
534883.80684685,2138168.35943742,2228
390884.131701842,2132772.17068842,2228
531287.372232186,2108467.19058761,2228
380410.019693634,2171017.80103366,2228
387100.122026887,2122705.78193833,2228
533420.202603066,2140747.5290464,2228
427302.091297198,2099971.14080074,2228
404623.099764379,2210142.24671339,2228
481231.631554396,2164369.53184038,2228
454046.366400236,2138196.05161941,2228
461314.958896916,2096832.20296782,2229
388765.817059843,2170782.48200916,2229
382326.390537666,2154062.46241006,2229
383556.177237547,2153962.25018397,2229
395266.131284939,2203579.64276455,2229
391002.718896494,2196838.86631088,2229
466142.943473591,2165990.03930328,2229
437404.865642011,2097530.62138098,2229
398374.152621119,2205073.97548482,2229
435145.524786114,2197887.99146375,2229
455791.609169782,2170466.5745841,2229
532705.818737066,2142169.35929875,2229
453860.989266688,2138731.35451692,2229
426083.714657913,2181861.69089947,2229
532581.325228811,2146512.31107239,2229
382913.619941667,2122077.25761622,2230
391117.852597186,2197585.22342895,2230
483103.678181002,2193679.43030446,2230
433713.114554858,2111851.73933137,2230
411837.806411889,2102008.61600232,2230
467586.603302844,2117920.55163072,2230
411781.500498042,2102463.81908277,2231
530168.325788636,2111886.26212373,2231
459248.463691373,2128956.33728302,2231
460148.207989627,2130580.34117456,2231
420292.474851255,2199608.87280817,2231
461210.566648457,2131887.4501481,2231
461371.422138438,2132040.79400109,2231
427077.183593225,2081357.42668183,2232
454796.370828157,2128843.86740412,2232
401279.424319064,2132359.3830405,2232
392254.027553916,2133904.52741591,2232
454667.094440787,2166906.80477009,2232
435471.668601192,2095782.15329034,2232
406250.650433903,2161103.29791214,2232
459431.47009086,2106066.30949957,2232
437560.727859979,2166810.71212044,2233
418425.557979315,2127168.81126245,2233
401942.96127962,2186512.89359543,2233
398932.310625828,2211127.16183582,2233
420136.209337274,2098811.07081686,2233
455195.443284307,2142714.676305,2233
373106.70489828,2121447.75149034,2233
382389.68345316,2129172.8214783,2234
391004.739606808,2131950.65083757,2234
455399.896487867,2132115.89932364,2234
435739.686432159,2113980.82186186,2234
398752.802978824,2199636.4281719,2234
375277.122824709,2163883.3298202,2234
533266.769934821,2143283.0674413,2234
455021.337945336,2143083.95892382,2234
452790.44563112,2126429.92127696,2234
426623.299587,2189163.37180955,2234
443417.358348053,2181856.49281845,2234
529289.931395714,2181480.13538802,2234
394290.37415675,2131716.11770992,2235
404272.65406486,2100629.10296212,2235
529950.982743822,2110779.40439802,2235
431068.165874973,2202314.72393081,2235
531262.470855437,2136735.57175891,2235
457322.083442292,2173490.59300658,2235
453915.782484261,2168144.40671854,2235
412779.208634777,2159395.06013663,2235
530167.765280131,2140538.9671455,2235
452443.209887955,2127629.57394586,2235
453472.351277444,2167887.35050737,2236
396197.8322255,2159913.51583124,2236
431413.857057459,2103308.92996101,2236
462689.66303254,2166857.56189036,2236
421143.255806342,2137162.45717556,2236
382430.763237252,2157099.19540725,2236
391156.646404165,2162033.81078509,2236
456569.750263162,2156223.65875956,2236
403852.491816041,2186588.52047948,2236
529057.092934001,2145482.76015277,2236
531437.790326217,2143335.13026477,2237
410929.223030292,2198550.06488038,2237
522543.339062738,2125224.10349716,2237
423585.064884834,2193074.1425911,2237
425695.344928871,2196830.89032076,2237
529387.976429835,2115671.70702639,2237
463666.729527985,2119418.61452583,2237
401343.917821157,2216186.04002298,2237
461297.610903737,2101129.14282195,2237
403914.74494757,2213466.34289205,2238
386611.928649584,2118383.46028919,2238
426366.408118699,2194553.26482158,2238
418625.44013124,2189966.82500324,2238
397544.421516761,2185311.11973429,2238
410088.540899377,2189931.25133632,2238
381514.552785139,2154313.72350563,2238
464268.26283209,2143186.32539154,2238
458953.436899454,2140523.42130847,2238
440429.586058677,2084128.6826967,2238
367856.324403536,2110715.44366792,2238
460538.381649243,2131483.1630007,2238
383092.055176,2128516.57720172,2239
386135.811311669,2118865.97504597,2239
466977.910824846,2157452.5909218,2239
443595.891030668,2164648.19873678,2239
459065.346913171,2155160.43084712,2239
431972.596255868,2169729.79654147,2239
425993.238552001,2136475.03767702,2239
377210.587518342,2138780.25944904,2239
533855.728186261,2137161.31210269,2239
461769.036670859,2147602.25057045,2239
454996.519692755,2144836.0674736,2239
530347.944295452,2098584.00716952,2239
441002.194899755,2163565.31210244,2239
440081.253144916,2163503.81180801,2239
400924.297230577,2213913.4146444,2239
505449.631573359,2110651.36988131,2239
505700.422325145,2112286.59199961,2239
382567.124763815,2123613.50176309,2239
457438.238636255,2175795.70471054,2239
474530.010089215,2180238.57836893,2239
514563.535099261,2168853.31280746,2239
492279.529404144,2164668.74882668,2239
518126.011860113,2116096.67883084,2240
533902.333426818,2138768.94977548,2240
388428.772034574,2170919.85078713,2240
388714.385804822,2170475.37289014,2240
396571.879693772,2112858.99083663,2240
395310.537772394,2108411.82946861,2240
401454.412374703,2215170.89156274,2240
408344.760794572,2215994.22675546,2240
455435.715891108,2170239.99332387,2240
457866.593644449,2173473.93062203,2240
381292.554938815,2141363.18835639,2240
456326.930367662,2127988.7238619,2240
518918.41898789,2182228.38418766,2240
491492.30283312,2163378.13215123,2240
484441.660115688,2163690.23479905,2240
491929.743237593,2164269.31584559,2240
493707.779137703,2166635.38987983,2240
526894.998946889,2173395.29527463,2240
513528.878207873,2165849.43741062,2240
359225.514479683,2062668.88693799,2240
374347.437357745,2165955.82538885,2241
372725.818007941,2167796.55935801,2241
381362.833354012,2127962.06850807,2241
494144.387534876,2165559.42949872,2241
494319.250165944,2165774.53560749,2241
485172.717386585,2166917.05865193,2241
482430.887304344,2163261.76553853,2241
388320.412228727,2131693.29335568,2241
376755.956321028,2167891.34742271,2241
483514.316756908,2165953.34715303,2241
408276.094742081,2197828.9279559,2241
425117.662256276,2161786.32917818,2241
410678.691180168,2100526.40981221,2241
435986.60727615,2184386.98076069,2241
451220.541446893,2139835.58638414,2241
457259.526067195,2172903.63764728,2241
399104.908753842,2210818.73504163,2241
400660.695267513,2213545.9902739,2241
447935.372270328,2152997.51261457,2241
382132.407740072,2128215.32230701,2241
381191.090320269,2124898.17994418,2242
455386.539634019,2176203.39498098,2242
426217.441992389,2196493.62592008,2242
421510.680051831,2088440.38439767,2242
405647.014562883,2108660.40266264,2242
388061.904329459,2159744.05846861,2242
451683.028907897,2141503.40689915,2242
404037.894258933,2166411.71283176,2242
484644.635058457,2165955.41686913,2242
413690.243575737,2108006.24524813,2242
386183.383020411,2118057.48510021,2242
523344.75030779,2167107.48596223,2242
460272.343765846,2129946.88705496,2242
454182.121299529,2134172.17538338,2242
387166.981105249,2180510.43081707,2242
527767.243873562,2113348.60157338,2243
455873.98668931,2131429.30472691,2243
406100.284748207,2214622.70959182,2243
523817.676437191,2130927.35034892,2243
459795.845722411,2096186.90058122,2243
460181.130888175,2097206.5070405,2243
399842.767883032,2187723.57995391,2243
519955.836525016,2162846.22993226,2243
440894.60102437,2163630.21785005,2243
426776.173570969,2087447.65688336,2243
401829.186627248,2214646.15104091,2243
457376.511130027,2143588.5123328,2243
463107.2849766,2174424.44260246,2243
459092.667922919,2176062.33217457,2243
437831.043583347,2099917.45916002,2243
406255.363740302,2211024.98155052,2244
451647.375828775,2143449.20168894,2244
412977.475675282,2125361.86638389,2244
439833.412575099,2189337.98912574,2244
529293.628144808,2116215.5892564,2244
463662.715110125,2174063.6650351,2244
458874.363275267,2179874.41708966,2244
531727.605941177,2141070.30516209,2244
446702.996271554,2190388.79732771,2244
531457.599403669,2111467.33245971,2244
387686.496750381,2072339.61034971,2244
458006.64506411,2173590.4068677,2245
399805.669137903,2188882.78050772,2245
427793.33935515,2102975.37004438,2245
410488.355831469,2209066.09065542,2245
532735.494070194,2097699.80146941,2245
433332.584059568,2111668.68642736,2245
459674.790706637,2095655.42960457,2245
375545.62242387,2073894.72179361,2246
534533.370497259,2142931.95728576,2246
515954.111075999,2111026.30052506,2246
520799.621053025,2161356.41695033,2246
445604.025198807,2111262.59119097,2246
432714.137700076,2203931.45768313,2246
439176.335335875,2223892.35933469,2246
420915.755692915,2077832.27343869,2246
490151.829039255,2162979.23106999,2246
485844.195856669,2168791.51036043,2246
492920.850594642,2165621.34589616,2247
482518.176258679,2163138.7302078,2247
513197.165014519,2165317.4306583,2247
456043.571354337,2137594.80512489,2247
411585.96074672,2098247.38894569,2247
447453.033552266,2108976.54338336,2247
388834.824579103,2132274.24248164,2247
534637.489030459,2138813.3684225,2247
443022.902967629,2110022.46324618,2247
457069.875111212,2131076.04624323,2247
383794.505410549,2136566.55141661,2248
490210.102280587,2162979.19919227,2248
482401.449683129,2162954.41916233,2248
518743.819392055,2182197.4611191,2248
481383.194523264,2164430.84904759,2249
490239.0383402,2162610.33438567,2249
535131.733197926,2136699.60219217,2249
484609.597672937,2165863.23419091,2249
386700.440795365,2180854.64708183,2249
390980.383780119,2132759.29808265,2249
532744.927141313,2139894.87924356,2249
526648.345204215,2133347.17422321,2250
381304.242009859,2088391.73411418,2251
407225.769341681,2213171.80097312,2253
407563.450653036,2159663.96768043,2254
459665.012902903,2165182.73837184,2255
386828.74258531,2131235.21320012,2255
455380.047703235,2170107.95675279,2255
425521.773264366,2176257.01331488,2255
409532.979901493,2084387.99567027,2255
387022.807090018,2180271.54717164,2255
466037.903833442,2144249.50765192,2256
403331.906726385,2213162.12167198,2256
446790.625821106,2190505.34368291,2256
393605.919387305,2130982.30865978,2256
379186.040400563,2133036.56540492,2256
396184.869801903,2162210.01261787,2256
457984.67297584,2174152.97266363,2256
452750.120587329,2169060.37893734,2256
375094.454092493,2131490.10394228,2257
460532.756364415,2167627.56453826,2257
457803.484014872,2167707.5594151,2257
443610.355388852,2187634.89040051,2257
459424.727961866,2097653.81885995,2258
455017.560232655,2176517.8563139,2258
527683.30665024,2134067.9589613,2258
402562.109129324,2205357.69290046,2258
401310.528047144,2215417.64823934,2258
526777.173145595,2133064.58473006,2258
403699.957266773,2212981.78474731,2258
456877.282560729,2167758.94717084,2262
462097.956773885,2166692.81814867,2262
435401.314994719,2090683.12311757,2262
454734.909132278,2144025.24430505,2262
390751.773825694,2199527.40744073,2262
357431.594705173,2089201.55431278,2261
403929.3822919,2185739.62330912,2261
457960.341820537,2178653.15440511,2261
381850.738955034,2128005.02025112,2263
379226.813201979,2154476.47119882,2263
522562.76873516,2126041.71734939,2263
412081.314052534,2113841.96979215,2263
440643.783809178,2179344.90091287,2263
381066.020911643,2090495.94688868,2263
401921.178249554,2215506.44291754,2263
455104.825854099,2142638.05637923,2263
457706.00129769,2143538.56040386,2264
437664.038678179,2192963.57804993,2264
454577.872361247,2126674.36414193,2264
454856.271436192,2172608.31230987,2264
390176.646468599,2200573.19256874,2264
408873.171323532,2213135.48187009,2264
457764.123734458,2143446.21222817,2264
382391.701435443,2120853.99407077,2265
454985.537457997,2128606.72365427,2265
353977.477043915,2087952.41548332,2265
464280.361669957,2168394.29713941,2265
415739.920780058,2188904.37413802,2265
522558.487120235,2122408.66726754,2265
381243.084648718,2131547.40683349,2266
357577.212037301,2088726.98741044,2266
491696.126585084,2163101.39987297,2266
463791.223453954,2156945.39871295,2266
414151.427006336,2193750.69774246,2266
383553.572794601,2115675.81070153,2266
455154.893479501,2169755.02758255,2267
454834.035909285,2126366.35804142,2267
409858.798003815,2112266.57429877,2267
388096.255458698,2131319.61814127,2267
460381.639345049,2126504.10635463,2267
391719.146443677,2193188.28984896,2268
452491.903963362,2186911.09165414,2268
486098.659094933,2166399.92482857,2268
404309.821702989,2103294.01828461,2268
448635.256056034,2106385.17293841,2268
443642.112745941,2201237.11524752,2268
418118.755417789,2187356.17101312,2268
526274.41374228,2135624.22861678,2268
406506.411040399,2198111.82287967,2268
456521.954983541,2137535.25367271,2268
457317.797184206,2161914.55601097,2268
404139.276042952,2187958.06489173,2268
399996.164650301,2187575.15048428,2269
446765.799275829,2189988.99568582,2269
529215.830187608,2133827.53173958,2269
407973.373596428,2216088.40537322,2269
391286.484352244,2197574.96062968,2269
400184.569607564,2211581.13346213,2269
398716.099422369,2208914.89603425,2269
530387.954415387,2111591.55547806,2270
419278.176675079,2117903.38853824,2270
485706.31636085,2167562.11463146,2270
530223.175892642,2112292.07021098,2270
469328.034223556,2114748.64098333,2270
446251.542958881,2165125.71462203,2270
451511.932570022,2113280.87494979,2270
404007.101323413,2084861.28766361,2270
453783.777702247,2126688.64936162,2270
528213.95545092,2141903.62440478,2271
527794.431331347,2132005.68898394,2272
457525.584539952,2151174.22093868,2272
491288.515224007,2163716.34170971,2272
488261.048114058,2167713.94572484,2272
489775.893215748,2167958.91738226,2272
372327.520974008,2174852.20750418,2272
444479.549774116,2157381.90060155,2272
455177.647848104,2176499.00993636,2272
455070.66676879,2106110.210982,2272
434723.393006394,2105857.38319971,2272
527655.215105897,2133348.67477868,2272
530948.861921519,2140976.74904868,2272
528418.618974017,2141605.79420154,2272
403778.756552478,2215157.95224345,2272
411782.258625929,2217821.09086509,2272
530028.911764575,2111372.73966337,2273
383178.32095358,2135599.03909797,2273
492745.982089264,2165436.99088803,2273
491581.905172175,2168050.18990191,2273
407116.005033045,2197893.40742474,2273
456165.590738978,2173321.25887619,2273
455703.792231136,2170288.50887359,2273
530750.27038067,2141105.50737113,2273
432335.384164289,2111460.23181531,2273
458698.805584116,2107807.6135587,2273
401390.736028092,2186119.37899366,2273
464177.305537468,2151753.03423229,2273
454374.746203294,2145787.41883806,2273
452152.643756742,2152509.39432573,2274
523457.135624474,2125292.87261381,2274
452330.938243623,2171342.29318357,2274
440562.265628368,2201013.61504667,2274
469594.992976821,2115418.24947599,2274
463014.983800525,2119207.83392283,2274
372482.949982551,2175001.74526904,2274
436959.481765449,2076486.66426851,2274
455088.398934546,2166469.2588815,2274
530842.408641727,2110664.07717097,2275
489336.478466564,2163778.87054924,2275
519090.838246745,2184288.02571912,2275
393264.568145992,2119505.5841946,2275
401221.977333028,2215172.20248604,2275
383846.209064985,2133691.81834376,2275
461636.707552861,2170314.75797617,2275
456893.910194904,2172240.5652217,2275
427195.423599059,2096633.44863467,2275
412399.946721527,2100318.38940522,2275
434358.633575493,2106030.80542525,2275
463433.140179606,2119452.88886367,2275
455545.043974776,2137768.14706433,2275
455098.892933197,2172970.41570791,2275
530391.454377311,2111241.16847416,2275
395380.512540139,2164206.76650101,2275
530570.582458345,2112467.84025489,2275
530781.51206714,2112133.16659001,2275
453432.777719474,2188396.36783939,2275
440608.208616715,2176532.36854569,2275
442635.739255415,2182280.12666267,2275
455228.227313229,2144177.7070592,2275
408620.300678108,2087460.14891847,2276
529059.040319511,2100078.77664171,2276
435391.462310785,2177580.28639995,2276
455009.519682977,2166380.31552878,2276
454155.674664681,2177623.57167605,2276
426089.498520231,2087680.89600349,2276
426442.623814754,2093375.15521005,2276
453486.630015485,2144071.43821665,2276
438302.664762971,2167386.03750202,2276
534045.91320372,2136881.95972073,2276
454047.272018767,2150054.65703095,2276
458733.160426942,2176724.03881084,2276
407688.741275994,2212800.44300129,2276
533501.425932633,2137833.79803174,2276
529195.845623113,2155269.75959256,2276
409859.366334831,2077414.96209847,2276
408636.395773122,2115020.70311519,2276
448158.105186237,2109248.10663104,2276
456060.894047807,2181642.4709854,2276
399414.761706938,2155594.48847228,2276
381610.35951397,2127859.0133945,2276
532532.676417901,2139491.84141983,2276
401835.065344699,2165842.62823027,2276
386352.895020606,2160052.98449279,2276
414718.926390401,2201024.47993615,2276
390527.260870795,2200838.48078208,2276
435948.408587552,2099180.03026148,2277
383616.896299732,2128402.55393984,2277
538874.317202981,2113888.15774097,2277
388574.812313616,2147932.71666045,2277
460723.840130131,2169748.08163225,2277
464845.104342288,2174141.21676326,2277
396998.533116142,2119118.43074723,2277
531024.152266902,2110323.21042561,2277
456955.659199951,2180927.14391762,2277
429240.664863485,2103790.4751347,2277
426813.543124603,2096945.40052664,2277
469325.47487921,2147935.18971809,2277
377308.832073562,2091774.57726679,2277
409833.729226125,2096934.05361436,2277
454240.0567227,2168512.43629954,2277
527101.505050681,2136731.96921676,2277
459865.164955301,2167395.4378559,2277
470667.877568,2162862.17617131,2277
449109.887906036,2181568.78646599,2277
456670.243517728,2180863.28543617,2277
438724.08620378,2186581.36038354,2277
392188.733258751,2193861.77352653,2277
435988.161571054,2099683.98293441,2277
373991.753180989,2172961.88941182,2277
459733.273520442,2136980.73378148,2277
531236.786164147,2110726.21379952,2277
466142.432808019,2153338.37286524,2277
465769.693484899,2153557.31332463,2277
453214.038471301,2108177.24690968,2277
437036.130557449,2190629.56443629,2277
533091.72480794,2130471.54313589,2277
403855.95563024,2213343.69395505,2278
455189.932838198,2135749.56924433,2278
455879.987918199,2131496.91215913,2278
442691.395407987,2180583.13450098,2278
442295.002780167,2175933.56244466,2278
376231.114616023,2172884.74418867,2278
398786.540413048,2203482.18030815,2278
470271.282279698,2162663.03319224,2278
455801.895445803,2131792.1789522,2278
367850.787927808,2137462.43594596,2278
405851.244084779,2099400.6657786,2278
391505.870197879,2145959.71194263,2278
405199.73900613,2099517.72140096,2278
444916.483446526,2177185.57620711,2278
533241.217088907,2138122.24898607,2278
394532.77532083,2185433.28194682,2278
459585.836083694,2167537.46180097,2278
452415.054989687,2172307.26190461,2278
466813.066455584,2143873.0765119,2278
423986.465874626,2198470.51043471,2278
413146.700674709,2194112.20768017,2278
435484.392748794,2112832.12737983,2279
376203.378205386,2164660.88669513,2279
451436.617086572,2174476.9740068,2279
429371.528671792,2139234.24164821,2279
386516.250181079,2131215.63542392,2279
448247.439696351,2070892.01267241,2279
509662.623788442,2111821.05950892,2279
459042.51115219,2166877.82414795,2279
459211.952647001,2168368.24216266,2279
457076.9053231,2173254.49430079,2279
400798.319171372,2212192.51092879,2279
453510.794457068,2184858.09941433,2279
443593.52040538,2111228.67831857,2279
382055.224146375,2140638.83777693,2279
461158.343550877,2168646.70461165,2279
460891.208926491,2101120.77571846,2279
434097.096091405,2101537.92439857,2279
409675.49480724,2196220.0532648,2279
441799.44099408,2089853.65217892,2279
448317.609713795,2110895.15734044,2279
403226.814821467,2209390.54784836,2280
530633.962689017,2146057.07219495,2280
403311.918260618,2127008.89140464,2280
385188.495482542,2131303.87379425,2280
403710.669413939,2213344.49234364,2280
461305.977132719,2169568.53126406,2280
394984.945290572,2102035.06544026,2280
378719.241943429,2159202.07603611,2280
402681.477388667,2214293.99359292,2280
445318.018660239,2111383.31243008,2280
449336.982359031,2212990.10355757,2279
459881.878713986,2168354.43299113,2280
472694.487207188,2169633.59112644,2280
461489.698488863,2169672.64481547,2280
457714.008371719,2144469.88997974,2280
442125.748327105,2162307.50968256,2280
531412.799702234,2157698.68529361,2280
361239.852505617,2096019.36796708,2280
438712.178987649,2167876.45763943,2280
398007.684401452,2109346.59531335,2280
448318.023502149,2111042.69347701,2280
454571.190469537,2132200.93633993,2280
452958.509509754,2175192.18322961,2280
400051.117760675,2214167.399135,2280
375671.155832838,2169011.78458618,2280
527971.409572792,2119336.34145581,2281
424202.566412,2089191.53659839,2281
424006.924042048,2089284.54621173,2281
440612.227622862,2221750.92143268,2281
386233.664454501,2188881.70530042,2281
393957.746250244,2094715.53299456,2281
377087.889832058,2158924.1597561,2281
455685.623946352,2170008.83402936,2281
439806.95617036,2104211.05224084,2281
530733.886500219,2110906.71184627,2281
424974.137297758,2084623.90053612,2281
427472.828215205,2137956.83803261,2281
378385.605127757,2095370.41937199,2281
421788.797414247,2188145.01378494,2281
407702.482176768,2198812.59341718,2281
406914.373561474,2198263.37636068,2281
423209.802582748,2188378.57872549,2281
459686.861366363,2097173.76450602,2281
400500.586010868,2090249.79411466,2281
435365.121670241,2190340.48161337,2281
460717.066408887,2097583.41821475,2281
461487.917935211,2099853.1972463,2281
389214.68689182,2200207.21471358,2281
447183.441972483,2110763.13036319,2281
529631.116757034,2165303.24811258,2281
402528.609357522,2112014.95791251,2281
463588.599961228,2156198.87992778,2281
462320.152201591,2173983.45497696,2282
467969.95260365,2149852.47908336,2281
